"from","to","Integrated Gradients","Saliency"
"PSG8","SDC1",0.35,0.68
"PSMC6","CCNE2",0,0
"PSMD1","CCNE2",0,0
"PSMD11","CCNE2",0,0
"PSMD11","GTSE1",0,0
"PSMD11","TNKS2",0,0
"PSMD12","CCNE2",0,0
"PSMD3","CCNE2",0,0
"PSMD4","CCNE2",0,0
"PTBP1","CHERP",0,0
"PTCH1","GLI2",0,0
"PTGER2","ADCYAP1R1",0,0
"PTGER3","OPRM1",0.03,0
"PTHLH","ADCYAP1R1",0,0
"PTK2","SYK",0,0
"PTK2B","JAK3",0,0
"PTPN13","LYN",0,0
"PTPN2","SOS1",0,0
"PTPN23","SMAD3",0,0
"PTPN3","EPN1",0,0
"PTPN4","SMAD3",0,0
"PTPRB","ITGAM",0,0
"PTPRC","ITGAM",0,0
"PTPRJ","ITGAM",0,0
"PTPRO","KIT",0,0
"PTPRZ1","CNTN1",0,0
"PUM1","HSPA8",0,0
"PWP2","TBL3",0,0
"PYGB","MPO",0,0
"PYGL","MGAM",0,0
"PYGM","MGAM",0,0
"PYGM","PGM2",0,0
"PYGM","AGL",0,0
"PYGM","PYGL",0,0
"PYGM","ENPP1",0,0
"PYGM","GBE1",0,0
"PYGM","UGP2",0,0
"PYGM","PHKB",0,0
"QSOX1","CHGB",0,0
"RAB3GAP2","ACTR1A",0,0
"RAF1","BRAP",0,0
"RALBP1","CASP8",0,0
"RALBP1","RHOA",0,0
"RALBP1","RHOT1",0,0
"RALBP1","RHOBTB2",0,0
"RALBP1","KRAS",0,0
"RANGAP1","NUP153",0,0
"RAPGEF1","BCAR1",0,0
"RASGRF2","GRIN2B",0,0
"RASGRP2","ITPR2",0,0
"RB1","E2F1",0,0
"RB1","SP3",0,0
"RB1CC1","RRAGD",0,0
"RB1CC1","RPTOR",0,0
"RB1CC1","MTOR",0,0
"RB1CC1","ATG7",0,0
"RB1CC1","PRKAA1",0,0
"RB1CC1","ULK1",0,0
"RBL1","CCNE2",0,0
"RBM14","HNRNPM",0,0
"RBM28","TBL3",0,0
"RBM28","DDX31",0,0
"RBM28","GNL2",0,0
"RBM5","CHERP",0,0
"RCC1","RANGAP1",0,0
"REL","MAP3K7",0,0
"REST","HIST2H2BE",0,0
"RET","GRB7",0,0
"RET","PDLIM7",0,0
"REV1","UBC",0,0
"REV1","REV3L",0,0
"REV3L","UBC",0,0
"RFFL","UBC",0,0
"RHOA","ITGAM",0,0
"RHOT1","FGD4",0,0
"RHOT1","ARHGAP9",0,0
"RHOT1","TAGAP",0,0
"RHOT1","ARAP1",0,0
"RHOT1","ARHGAP30",0,0
"RHOT1","MCF2L",0,0
"RHOT1","PLEKHG2",0,0
"RHOT1","ARHGEF10L",0,0
"RHOT1","ARHGEF15",0,0
"RHOT1","ARHGAP21",0,0
"RIN1","ABL2",0,0
"RIPK1","TRAF5",0,0
"RIPK1","TAX1BP1",0,0
"RIPK1","TRAF3",0,0
"RIPK1","NSMAF",0,0
"RIPK1","MADD",0,0
"RIPK1","RNF31",0,0
"RIPK1","RFFL",0,0
"RIPK1","OTUD7B",0,0
"RIPK1","MAP4K4",0,0
"RIPK3","CASP8",0,0
"RIPK3","CHUK",0,0
"RIPK3","ZBP1",0,0
"RIPK3","BIRC3",0,0
"RIPK3","RIPK1",0,0
"RIPK3","TLR3",0,0
"RIPK3","IKBKB",0,0
"RNF20","UBC",0,0
"RNF31","TNFAIP3",0,0
"ROBO1","PAK4",0,0
"ROBO2","ROBO1",0,0
"ROCK2","PLXNB1",0,0
"ROCK2","LIMK2",0,0
"ROR1","AP2B1",0,0
"ROR2","AP2B1",0,0
"RPAP2","POLR2A",0,0
"RPGRIP1L","GLI3",0,0
"RPN1","PSMD4",0,0
"RPP40","TBL3",0,0
"RPRD1B","INTS2",0,0
"RPS6KA1","AP2B1",0,0
"RPS6KA2","AP2B1",0,0
"RPS6KA5","AP2B1",0,0
"RPS6KB2","CDC5L",0,0
"RPTOR","RRAGD",0,0
"RRM1","TOP2A",0,0
"RRP1","TBL3",0,0
"RRP12","TBL3",0,0
"RRP9","TBL3",0,0
"RXFP1","PTHLH",0,0
"RXFP3","LPAR1",0,0
"RYR1","CACNA1S",0,0
"SAFB2","HNRNPUL1",0,0
"SALL4","JUN",0,0
"SALL4","NR2E1",0,0
"SALL4","HDAC5",0,0
"SALL4","ATN1",0,0
"SALL4","EED",0,0
"SALL4","PHC2",0,0
"SALL4","CBX2",0,0
"SALL4","REST",0,0
"SALL4","TBX5",0,0
"SALL4","KDM1A",0,0
"SALL4","EGR1",0,0
"SALL4","SALL1",0,0
"SALL4","EZH2",0,0
"SALL4","PRDM14",0,0
"SALL4","PPARG",0,0
"SAP130","TRRAP",0,0
"SART1","HNRNPM",0,0
"SCCPDH","SERPINA1",0,0
"SCN10A","SPTBN2",0,0
"SCN1A","SPTBN2",0,0
"SCN3A","SPTBN2",0,0
"SCN4A","SPTBN2",0,0
"SCN8A","SPTBN2",0,0
"SCRIB","VANGL2",0,0
"SCYL2","CDC5L",0,0
"SDC1","FGFR2",0,0
"SEC13","CLIP1",0,0
"SEC14L1","PTPN9",0,0
"SEC24C","F5",0,0
"SELP","ITGAM",0,0
"SEMA3A","DPYSL3",0,0
"SEMA3A","DPYSL5",0,0
"SEMA3A","CRMP1",0,0
"SEMA3A","LIMK1",0,0
"SEMA3C","PLXNB2",0,0
"SEMA3C","PLXNB1",0,0
"SEMA4F","PLXNB2",0,0
"SEMA4G","PLXND1",0,0
"SEMG1","HSPG2",0,0
"SERPINA1","GRIA1",0,0
"SERPINA5","F5",0,0
"SERPINB3","PRKCD",0,0
"SERPINC1","CHGB",0,0
"SERPINF1","LRP6",0,0
"SF3B2","HNRNPM",0,0
"SF3B3","HNRNPM",0,0
"SF3B4","HNRNPM",0,0
"SGIP1","AP2B1",0,0
"SH2D2A","VAV1",0,0
"SH2D3C","BCAR1",0,0
"SH3BP5","LYN",0,0
"SH3GL2","AP2B1",0,0
"SHANK1","NLGN2",0,0
"SHANK1","DLGAP2",0,0
"SHANK1","DLGAP3",0,0
"SHC4","NTRK1",0,0
"SIPA1L1","GRIN2B",0,0
"SIRPG","CD47",0,0
"SKA1","DSN1",0,0
"SLC2A3","ITGAM",0,0
"SLC2A3","ITGAL",0,0
"SLC2A3","MGAM",0,0
"SLC2A3","CD47",0,0
"SLC2A3","HVCN1",0,0
"SLC2A3","FPR2",0,0
"SLC2A3","STK10",0,0
"SLC2A3","COPB1",0,0
"SLC2A3","NBEAL2",0,0
"SLC2A3","CD93",0,0
"SLC2A3","FCAR",0,0
"SLC2A3","UBR4",0,0
"SLC2A3","CD36",0,0
"SLC2A3","PTPRB",0,0
"SLC2A3","KCNAB2",0.01,0.02
"SLC2A3","ATP8B4",0,0
"SLC2A3","TRPM2",0,0
"SLC2A3","PLAU",0,0
"SLC2A3","PLD1",0,0
"SLC2A3","ITGAX",0,0
"SLC2A3","C3AR1",0,0
"SLC2A3","ATP11A",0,0
"SLC2A3","ATP8A1",0,0
"SLC2A3","ITGAV",0,0
"SLC2A3","CD300A",0,0
"SLC2A3","SNAP25",0,0
"SLC2A3","GPR84",0,0
"SLC2A3","TMEM30A",0,0
"SLC2A3","TOM1",0,0
"SLC2A3","ANO6",0,0
"SLC2A3","CHRNB4",0,0
"SLC2A3","MMP25",0,0
"SLC2A3","TMEM63A",0,0
"SLC2A3","SLCO4C1",0,0
"SLC6A4","HTR1A",0,0
"SLCO4C1","ITGAM",0,0
"SMAD2","NUP153",0,0
"SMAD2","PMEPA1",0,0
"SMAD2","MTMR4",0,0
"SMAD3","ARNT",0,0
"SMAD3","PTPN9",0,0
"SMAD3","PTPN14",0,0
"SMARCA2","ARID1A",0,0
"SMARCA4","TLE2",0,0
"SMARCAL1","RFC4",0,0
"SMARCC1","ATF2",0,0
"SMARCC1","NF1",0,0
"SMARCC2","ARID1A",0,0
"SMC2","TOP2A",0,0
"SMC2","MCPH1",0,0
"SMC3","HIST2H2BE",0,0
"SMC5","STAG1",0,0
"SMO","EVC",0,0
"SNAP25","ITGAM",0,0
"SNAP25","STXBP5",0,0
"SNAP25","STXBP5L",0,0
"SNAP25","RAB3GAP2",0,0
"SNAP25","GAD2",0.47,0
"SNAP25","STXBP1",0,0
"SNAP25","SYT5",0,0
"SNAP91","AP2B1",0,0
"SNAPC1","INTS2",0,0
"SNAPC1","RPRD1B",0,0
"SNAPC1","SNAPC3",0,0
"SNAPC1","RPAP2",0,0
"SNAPC1","POLR3A",0,0
"SNAPC1","POU2F1",0,0
"SNAPC1","INTS8",0,0
"SNAPC1","TAF5",0,0
"SNAPC1","ELL2",0,0
"SNAPC1","ELL3",0,0
"SNAPC1","INTS5",0,0
"SNAPC1","INTS1",0,0
"SNAPC1","INTS3",0,0
"SNAPC1","INTS7",0,0
"SNAPC3","INTS2",0,0
"SND1","AKAP9",0,0
"SNRNP200","HNRNPM",0,0
"SNRPN","CHERP",0,0
"SNX9","AP2B1",0,0
"SORBS1","MYH11",0,0
"SORBS3","SORBS1",0,0
"SORT1","E2F1",0,0
"SORT1","ECD",0,0
"SORT1","GNPTAB",0,0
"SOS1","SPTBN2",0,0
"SOS2","EGFR",0,0
"SOS2","PAK4",0,0
"SOS2","ROBO1",0,0
"SP100","NUP153",0,0
"SP3","SMAD3",0,0
"SPAG5","MKI67",0,0
"SPAG9","KLC1",0,0
"SPARCL1","DNAJC3",0,0
"SPG7","C7",0,0
"SPI1","ITGAM",0,0
"SPI1","CSF1R",0,0
"SPI1","FLT3",0,0
"SPOP","GLI2",0,0
"SPOPL","PSMD1",0,0
"SPRED1","PSMD1",0,0
"SPTA1","SPTBN2",0,0
"SPTAN1","SPTBN2",0,0
"SPTB","NCAM1",0,0
"SPTBN2","USO1",0,0
"SPTBN4","SPTBN2",0,0
"SPTBN4","NFASC",0,0
"SPTBN4","SCN1A",0,0
"SPTBN4","SCN10A",0,0
"SPTBN4","SCN3A",0,0
"SPTBN4","SCN8A",0,0
"SPTBN4","SCN4A",0,0
"SPTBN5","SPTBN2",0,0
"SREBF1","LDLR",0,0
"SRRM2","HNRNPM",0,0
"SSH3","LIMK1",0,0
"SSRP1","TOP2A",0,0
"ST6GALNAC1","C1GALT1",0,0
"STAG1","RANGAP1",0,0
"STAM2","SH3GL2",0,0
"STAM2","STAMBP",0,0
"STAM2","PTPN23",0,0
"STAM2","SPRY1",0,0
"STAM2","PTPN3",0,0
"STAMBP","UBC",0,0
"STAP1","KIT",0,0
"STAT1","ITGAM",0,0
"STAT3","ITGAM",0,0
"STAT3","GH2",0,0
"STAT3","LEPR",0,0
"STAT3","IL10RB",0,0
"STAT3","IL22RA1",0,0
"STAT3","PRLR",0,0
"STAT5A","ESR1",0,0
"STAT5B","BRWD1",0,0
"STK10","ITGAM",0,0
"STK11IP","PRKCD",0,0
"STON1","AP2B1",0,0
"STON2","AP2B1",0,0
"STT3B","RPN1",0,0
"STXBP1","ITPR2",0,0
"SUOX","GPHN",0,0
"SUPT16H","SSRP1",0,0
"SUPT16H","AFF4",0,0
"SUPT16H","TOP1",0,0
"SUPT16H","CTR9",0,0
"SUPT16H","CSNK2A1",0,0
"SUPT16H","CDK12",0,0
"SUPT16H","BAZ1B",0,0
"SUPT16H","CDC73",0,0
"SUPT16H","BRCA1",0,0
"SUPT16H","LEO1",0,0
"SUPT16H","FANCI",0,0
"SUPT16H","IWS1",0,0
"SUPT16H","SUPT6H",0,0
"SYK","BCAR1",0,0
"SYMPK","HNRNPM",0,0
"SYMPK","CPEB1",0,0
"SYMPK","LSM11",0,0
"SYNCRIP","CSDE1",0,0
"SYNJ1","AP2B1",0,0
"SYNJ2","AP2B1",0,0
"SYT11","AP2B1",0,0
"SYT5","ITPR2",0,0
"SYT9","SYNJ2",0,0
"TAAR1","ADCYAP1R1",0,0
"TAAR9","ADCYAP1R1",0,0
"TACC1","PLXNB2",0,0
"TAF5L","TAF5",0,0
"TAF5L","SAP130",0,0
"TAGAP","RHOA",0,0
"TANC1","DLG1",0,0
"TAOK1","ZWILCH",0,0
"TAOK1","TAOK2",0,0
"TAOK1","TAOK3",0,0
"TAOK2","MAP2K3",0,0
"TAX1BP1","IKBKE",0,0
"TCERG1","SF3B2",0,0
"TCF3","MYB",0,0
"TEC","SOS1",0,0
"TEK","GRB7",0,0
"TEK","ANGPT4",0,0
"TELO2","RPTOR",0,0
"TEP1","PRKCA",0,0
"TF","AP2B1",0,0
"TF","TFR2",0,0
"TFAP2A","DEK",0,0
"TFAP2C","KDM5B",0,0
"TFAP2C","TFAP2B",0,0
"TFAP2C","CREBBP",0,0
"TFAP2C","PITX2",0,0
"TFAP2C","ERBB2",0,0
"TFAP2C","TFAP2A",0,0
"TFIP11","CHERP",0,0
"TG","LRP2",0,0
"TG","TPO",0,0
"TG","TSHR",0,0
"TGFBI","ITGAM",0,0
"TGM1","DSG1",0,0
"TGM1","TGM5",0,0
"TGM1","LCE1C",0.06,0
"TGM2","ITGA4",0,0
"TIAM2","CHD9",0,0
"TIMP3","TP53",0,0
"TKTL2","PGM2",0,0
"TKTL2","PFKP",0,0
"TLE1","TLE3",0,0
"TLE3","TLE2",0,0
"TLL1","COL5A3",0,0
"TLL1","COL11A1",0,0
"TLL1","COL5A1",0,0
"TLL1","COL2A1",0.24,0
"TLL1","COL1A1",0,0
"TLL1","HSPG2",0,0
"TLL1","LOXL4",0,0
"TLL1","CHRD",0,0
"TLL1","COL5A2",0,0
"TLL1","COL1A2",0,0
"TLL1","COL7A1",0,0
"TLL1","COL3A1",0,0
"TLN2","PIP5K1C",0,0
"TLR3","MAP3K7",0,0
"TLR3","IKBKE",0,0
"TMEM30A","ITGAM",0,0
"TMEM30A","ATP8B2",0,0
"TMEM63A","ITGAM",0,0
"TMPRSS6","LAMB3",0,0
"TNC","BCAN",0,0
"TNFRSF8","ALK",0,0
"TNKS2","UBC",0,0
"TNPO1","HIST1H3B",0,0
"TNR","ACAN",0,0
"TNRC6B","MAML3",0,0
"TNS1","PARVA",0,0
"TNS1","ACTN3",0,0
"TNS1","BCAR1",0,0
"TNS1","PTK2",0,0
"TNS1","ITGA1",0,0
"TNS1","ITGB1",0,0
"TNS1","ACTN2",0,0
"TNS1","ACTA1",0,0
"TNS1","ACTN1",0,0
"TNS1","ACTN4",0,0
"TNS1","DLC1",0,0
"TNS3","MET",0,0
"TNS4","MET",0,0
"TOM1","ITGAM",0,0
"TOP1","TOP2A",0,0
"TOP2A","NUP153",0,0
"TOP3B","TDRD3",0,0
"TOPBP1","SMARCAL1",0,0
"TOPBP1","BACH1",0,0
"TOPBP1","FANCG",0,0
"TOX2","ZNF461",0,0
"TP53","HIPK2",0,0
"TP53","ERCC6",0,0
"TP53","BAK1",0,0
"TP53","PRDM1",0,0
"TP53","RNF20",0,0
"TP53","E4F1",0,0
"TP53","PPP1R13L",0,0
"TP53","ABCB1",0,0
"TP53","PLK2",0,0
"TP53","POU4F2",0,0
"TP53","CDC25C",0,0
"TPH2","DDC",0,0
"TPO","DDC",0,0
"TPR","NUP153",0,0
"TPTE2","INPP5D",0,0
"TRAF3","IKBKE",0,0
"TRAF3IP1","CLUAP1",0,0
"TRAF5","MAP3K7",0,0
"TRAK1","BCL2L11",0,0
"TRAT1","SYK",0,0
"TRIM10","NCAM1",0,0
"TRIM13","UBC",0,0
"TRIM24","AKAP9",0,0
"TRIM28","ZNF114",0,0
"TRIM28","ZNF71",0,0
"TRIM28","ZNF773",0,0
"TRIM28","ZNF324B",0,0
"TRIM28","ZNF616",0,0
"TRIM28","MYB",0,0
"TRIM28","ZNF496",0,0
"TRIM28","ZNF443",0,0
"TRIM28","ZNF611",0,0
"TRIM28","ZNF254",0,0
"TRIM28","ZNF770",0,0
"TRIM28","ZNF710",0,0
"TRIM28","ZNF420",0,0
"TRIM28","ZKSCAN5",0,0
"TRIM28","ZNF480",0,0
"TRIM28","ZNF461",0,0
"TRIM28","ZNF585A",0,0
"TRIM28","ZNF613",0,0
"TRIM28","ZNF200",0,0
"TRIM28","ZNF3",0,0
"TRIM28","ZNF266",0,0
"TRIM28","ZNF12",0,0
"TRIM28","ZNF337",0,0
"TRIM28","ZNF544",0,0
"TRIM28","ZNF304",0,0
"TRIM28","ZNF519",0,0
"TRIM28","ZNF274",0,0
"TRIM28","ZKSCAN1",0,0
"TRIM28","ZNF606",0,0
"TRIM28","ZNF716",0.17,0
"TRIM28","ZNF786",0,0
"TRIM28","ZNF471",0,0
"TRIM28","ZNF419",0,0
"TRIM28","ZNF394",0,0
"TRIM28","ZIM3",0,0
"TRIM28","ZNF624",0,0
"TRIM28","ZNF324",0,0
"TRIM28","ZNF17",0,0
"TRIM28","ZNF74",0,0
"TRIM28","ZNF549",0,0
"TRIM28","ZNF678",0,0
"TRIM28","ZNF692",0,0
"TRIM28","ZIK1",0,0
"TRIM29","NCAM1",0,0
"TRIM3","NCAM1",0,0
"TRIM6","NCAM1",0,0
"TRIO","HRH1",0,0
"TRIP6","BCAR1",0,0
"TRIP6","JUN",0,0
"TRPC1","STIM1",0,0
"TRPC3","TRPC1",0,0
"TRPC4","TRPC1",0,0
"TRPC6","NPHS1",0,0
"TRPM2","ITGAM",0,0
"TRPV2","TRPM2",0,0
"TRPV6","LYN",0,0
"TRRAP","HIST2H2BE",0,0
"TSC1","RRAGD",0,0
"TSC2","RRAGD",0,0
"TSC2","RPS6KA1",0,0
"TSC2","TSC1",0,0
"TSC2","RPS6KA2",0,0
"TSC2","MED1",0,0
"TSHR","ADCYAP1R1",0,0
"TSR1","TBL3",0,0
"TTC21B","GLI3",0,0
"TTC21B","GPR161",0,0
"TXK","VAV3",0,0
"TXNDC5","PRKCD",0,0
"TXNRD1","CHD9",0,0
"UBC","AP2B1",0,0
"UBC","ENGASE",0,0
"UBE4B","VCP",0,0
"UBN1","CABIN1",0,0
"UBQLN4","PSMD4",0,0
"UBR4","ITGAM",0,0
"UBR5","UBC",0,0
"UBTF","POLR1B",0,0
"UBXN7","NPLOC4",0,0
"UBXN7","UBE4B",0,0
"UGP2","PGM2",0,0
"ULK1","RRAGD",0,0
"UNC13D","MPO",0,0
"UNC5B","DAPK1",0,0
"UNC5B","AGAP2",0,0
"UNC5B","UNC5C",0,0
"UNC5B","NEO1",0,0
"USO1","SPTB",0,0
"USP1","UBC",0,0
"USP1","ZBTB32",0,0
"USP37","CCNA2",0,0
"USP5","UBC",0,0
"UTP15","TBL3",0,0
"UTP20","TBL3",0,0
"UTRN","LAMA2",0,0
"VANGL2","ROR2",0,0
"VAV1","CYFIP1",0,0
"VAV2","SYK",0,0
"VAV3","SYK",0,0
"VCAM1","ITGA4",0,0
"VCAM1","NCF4",0,0
"VCAN","HSP90B1",0,0
"VCL","DOCK2",0,0
"VCL","CLCN6",0,0
"VCL","SORBS1",0,0
"VCL","AKAP9",0,0
"VCL","ZC3HAV1",0,0
"VCL","SND1",0,0
"VCL","MAP2K1",0,0
"VCL","APBB1IP",0,0
"VCL","CALD1",0,0
"VCL","FXR1",0,0
"VCL","TLN2",0,0
"VCL","ITGA2B",0,0
"VCL","SORBS3",0,0
"VCL","ITGB3",0,0
"VCL","KIAA1549",0,0
"VCL","BCL2L11",0,0
"VCL","LMOD1",0,0
"VCL","FERMT2",0,0
"VCL","MYLK",0,0
"VCL","AGK",0,0
"VCL","CNKSR1",0,0
"VCL","CTNNA2",0,0
"VCL","KSR2",0,0
"VCL","MYH11",0,0
"VCL","IL17RD",0,0
"VCL","ACTB",0,0
"VCL","VWF",0,0
"VCL","TRAK1",0,0
"VCL","ACTG1",0,0
"VCL","AP3B1",0,0
"VCL","TRIM24",0,0
"VCP","PRKCD",0,0
"VLDLR","AP2B1",0,0
"VPS33B","CDC5L",0,0
"VWF","AKAP9",0,0
"VWF","SELP",0,0
"WASF1","BCAR1",0,0
"WASL","SYNJ2",0,0
"WASL","WASF1",0,0
"WASL","DCC",0.13,0
"WASL","ABI1",0,0
"WASL","NOS3",0,0
"WASL","CYFIP2",0,0
"WASL","DOCK1",0,0
"WASL","WASF2",0,0
"WBP11","HNRNPM",0,0
"WDHD1","SMC3",0,0
"WDR19","GPR161",0,0
"WDR3","TBL3",0,0
"WDR33","NUP153",0,0
"WDR35","GPR161",0,0
"WDR75","TBL3",0,0
"WIF1","FZD1",0,0
"WNK1","UBC",0,0
"WNK4","UBC",0,0
"WNK4","SLC12A3",0,0
"XAB2","CHERP",0,0
"XPO1","NUP153",0,0
"XPO4","XPOT",0,0
"XPO7","XPO1",0,0
"XPOT","NUP153",0,0
"XRN2","TBL3",0,0
"XYLT1","GPC6",0,0
"ZAP70","LYN",0,0
"ZAP70","DEF6",0,0
"ZBP1","UBC",0,0
"ZC3HAV1","BCL2L11",0,0
"ZFYVE28","SOS1",0,0
"ZNF317","TRIM28",0,0
"ZNF350","TRIM28",0,0
"ZNF687","INTS5",0,0
"ZRANB1","UBC",0,0
"ZWILCH","CLIP1",0,0
